delivery_id,customer_id,deliveryman_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_deliveryman_arrived_at_pickup,when_the_deliveryman_left_pickup,when_the_deliveryman_arrived_at_dropoff
1376440,27365,34667,bicycle,Nobu Next Door,Sushi,Kelp Salad,1,Dinner Salads,0:18:55,40.71938641,-74.0086925,40.72358886,-74.01078218,0:08:24,0:27:54,0:48:21,0:55:42
1349117,47280,59184,car,Flex Mussels,Seafood,Farmer's Chicken,1,Not Seafood,0:03:50,40.73760576,-73.99956253,40.724888,-74.010099,0:11:36,0:37:35,0:54:56,0:06:45
1386827,139085,156557,car,Empanada Mama (closed),Mexican,Beef,1,Oven Baked Wheat Flour,0:09:42,40.764217,-73.988321,40.80566,-73.963709,0:15:32,0:22:11,0:46:14,0:58:35
1342544,325285,22502,bicycle,The Mercer Kitchen,,Di Palo's Burrata Mozzarella,1,Dinner (Appetizer),0:20:26,40.72474364,-73.99866156,40.717522,-73.992723,0:15:58,0:50:57,0:10:39,0:16:02
1469062,298794,142394,bicycle,Just Salad,Salad,,,,,40.77690175,-73.95509005,40.788867,-73.954606,0:44:06,0:46:41,0:03:40,0:14:38
1407290,166010,162381,van,The Body Shop,,,,,,40.760343,-73.980571,40.7677253,-73.9915642,0:22:39,,,0:14:58
1431167,110858,7833,bicycle,Starbucks,Coffee,,,,,40.77865225,-73.95600343,40.7771228,-73.9576478,0:55:59,0:08:31,0:18:52,0:23:59
1332839,86240,118707,car,Momoya,Sushi,Spicy Tuna,1,Roll,0:09:38,40.78407726,-73.97762241,40.8046535,-73.9671579,0:12:09,0:46:13,0:01:34,0:12:06
1458505,195723,71148,bicycle,Cafe Habana,Mexican,Avocado & White Cheese,1,Tortas y Burritos,0:03:49,40.7228417,-73.99411647,40.7168165,-74.0056525,0:33:09,0:45:34,0:56:11,0:13:36
1445864,229946,100879,bicycle,Balthazar Boulangerie,French,French Onion,1,Soupes,,40.72270549,-73.99819851,40.7245558,-73.9915821,0:10:30,0:18:27,0:39:16,0:51:53
1446291,396694,110399,bicycle,McDonald's,Fast Food,Honey Mustard Snack Wrap (Crispy),1,Burgers & Sandwiches,,40.78986319,-73.94593309,40.7963414,-73.9412169,0:58:18,,,0:15:26
1276433,111929,53095,bicycle,Snowdays Shavery,Dessert,,,,,40.72900508,-73.98464145,40.729235,-73.986105,0:15:14,,,0:39:13
1386459,331143,104533,bicycle,Waverly Diner,American,Lox & Onions Omelette,2,Combination Omelettes,0:06:38,40.73301222,-74.00005605,40.732486,-73.996585,0:14:30,0:36:13,0:52:08,0:55:43
1470745,61630,140684,bicycle,Momofuku Milk Bar,Dessert,Compost Cookie,1,Cookies,,40.73179547,-73.98567259,40.7455085,-73.9905429,0:25:46,0:25:23,0:36:12,0:46:42
1462542,263426,139444,bicycle,Shake Shack,Burger,Fresh Brewed Iced Tea,2,Drinks,,40.77912607,-73.95490489,40.78015629,-73.95969706,0:26:29,,,0:18:40
1294336,119624,133293,bicycle,Katz's Delicatessen,,Sweet Potato Knishes,1,Starters & Sides,,40.72230707,-73.98735166,40.718932,-73.96445,0:02:20,0:16:45,0:54:35,0:12:31
1410011,115610,61900,bicycle,12 Chairs,Middle Eastern,Israeli Guacamole,1,Small Plates,0:04:21,40.72763684,-74.00259733,40.72357217,-74.01085812,0:48:10,0:53:20,0:06:46,0:13:18
1473090,120504,66004,bicycle,Schnipper's Quality Kitchen,American,Pumpkin Caramel Shake,1,Handcrafted Milkshakes,0:07:58,40.7569681,-73.9722519,40.77019394,-73.9609296,0:02:01,0:26:17,0:39:34,0:53:26
1423231,268958,101359,bicycle,Sushi of Gari 46,Sushi,Tempura Soba Noodle Soup,1,Noodle Soups,,40.76065444,-73.98958275,40.7162094,-74.0155753,0:05:32,0:24:52,0:07:34,0:32:43
1273869,180776,43955,bicycle,Empanada Mama (closed),Mexican,Spicy Chicken,2,Wheat Flour,0:03:40,40.764217,-73.988321,40.80247289,-73.96184809,0:49:32,0:04:08,0:09:58,0:36:59
1474253,64153,5935,bicycle,Blue Ribbon Fried Chicken,American,Fries,1,Sides,,40.72434,-73.99096,40.759183,-73.976487,0:01:21,0:09:45,0:21:06,0:42:48
1381180,367111,49875,bicycle,Blue Ribbon Sushi Bar & Grill,Japanese,Edamame,1,Appetizers,0:06:47,40.76765291,-73.98292546,40.8029871,-73.9638993,0:21:26,0:18:49,0:47:38,0:07:00
1288442,142170,142394,bicycle,RedFarm Broadway,Chinese,Five Flavor Chicken Dumplings (4),1,Dim Sum,0:13:23,40.7821167,-73.9807391,40.735269,-73.983549,0:38:24,0:46:29,0:38:31,0:08:18
1401545,347263,165850,car,Laut,,Fresh Spring Roll,1,Small Plates,0:06:55,40.73740357,-73.99126426,40.7356342,-74.0050767,0:43:49,0:03:20,0:15:16,0:21:41
1304844,44049,99219,bicycle,Sushi Samba,Sushi,Hamachi (Yellowtail),1,Nigiri & Sashimi,0:05:41,40.73266642,-74.00329261,40.738673,-74.0007913,0:17:30,0:20:11,0:49:31,0:57:00
1322915,58675,142183,bicycle,Brooklyn Bagel & Coffee Co.,Breakfast,Big Hand Rolled Ketlleboiled Bagels,2,Hand Rolled Waterboiled Bagels,,40.74627906,-73.99794996,40.743635,-74.006331,0:00:57,0:09:44,0:27:33,0:38:10
1362493,298794,162603,car,H&H Midtown Bagels East,Bakery,,,,,40.77445431,-73.95429072,40.788867,-73.954606,0:05:03,0:06:43,0:24:32,0:39:10
1400749,272789,43955,bicycle,Momofuku Milk Bar,Dessert,Pork Bun,2,Buns,,40.67929277,-73.99570611,40.6993821,-73.9925237,0:55:10,0:26:30,0:34:51,0:45:50
1360459,133021,161082,bicycle,The Home Depot,,,,,,40.6917012,-73.95288407,40.711505,-73.962997,0:08:12,0:15:36,0:43:47,0:57:08
1300113,75251,60149,car,Blue Ribbon Fried Chicken,American,Fries with the Works,1,Sides,,40.72434,-73.99096,40.7342506,-73.9902123,0:30:32,0:28:39,0:48:59,0:58:00
1475653,187256,106964,bicycle,California Pizza Kitchen,Pizza,Italian Chopped,1,Salads,0:09:54,40.74466624,-73.98334441,40.744082,-73.998287,0:09:40,0:23:53,0:37:43,0:48:25
1423988,129518,111793,car,Spice Thai,Thai,Lemongrass Tom Yum,1,Soup,0:05:18,40.74461279,-73.9986634,40.73357,-74.0065899,0:07:49,0:12:57,0:21:47,0:31:01
1314619,147519,22502,bicycle,Sushi of Gari Tribeca,Japanese,Fatty Tuna With Scallion,2,Cut Up Roll,0:08:06,40.71672576,-74.00825065,40.7212824,-74.0011755,0:52:38,0:08:24,0:25:15,0:33:22
1302730,363607,54954,bicycle,Beer Authority,,,,,,40.75599819,-73.99114966,40.7384061,-73.98346683,0:24:24,0:42:05,0:48:54,0:12:45
1350817,42461,147300,bicycle,McDonald's,Fast Food,Big Mac,1,Burgers & Sandwiches,,40.73772669,-73.99651528,40.735576,-74.007376,0:02:55,0:20:35,0:31:55,0:37:51
1427955,45837,43955,bicycle,Shake Shack,Burger,Shack Burger,1,Burgers,,40.71527933,-74.01486039,40.7200972,-74.0046293,0:50:26,0:09:39,0:34:29,0:42:49
1354177,71139,138560,bicycle,Katz's Delicatessen,,Katz's Pastrami,1,Hot Sandwiches,,40.72230707,-73.98735166,40.70257168,-73.98533541,0:17:29,0:02:27,0:15:47,0:35:05
1343610,83287,53095,bicycle,Blue Ribbon Sushi Izakaya,Japanese,Beef Short Rib & Garlic,1,Kushi Yaki (Skewers),0:05:38,40.72197958,-73.98814821,40.74230823,-73.98204063,0:15:43,0:22:48,0:33:38,0:01:29
1337827,72757,99219,bicycle,Jack's Wife Freda,Mediterranean,French Fries,1,Sides (breakfast/lunch),0:06:22,40.72198995,-73.9977479,40.7332693,-74.0021511,0:44:15,0:09:32,0:15:52,0:25:13
1348460,71791,7833,bicycle,Sushi of Gari 46,Sushi,Eel Sauce,1,Side Orders,0:04:52,40.76065444,-73.98958275,40.7356666,-73.9927296,0:14:10,,,0:03:21
1340065,111016,66004,bicycle,Hill Country Barbecue Market,BBQ,Longhorn Cheddar Mac & Cheese,1,Hot Favorites,,40.74434085,-73.99042638,40.7369952,-73.9791876,0:50:41,0:01:47,0:14:18,0:24:33
1298571,80740,15291,car,McDonald's,Fast Food,Double Cheeseburger,1,Burgers & Sandwiches,,40.756005,-73.964671,40.76174837,-73.96783973,0:11:00,0:17:56,0:25:47,0:11:47
1360071,91947,140794,walker,Juice Generation,Juice Bar,Cold Warrior,1,Juice Farmacy,,40.76447214,-73.96643043,40.7666878,-73.9686943,0:46:57,0:11:40,0:25:31,0:34:16
1485818,321555,108006,bicycle,Crif Dogs,,Crif Burger,1,Crif Burger,0:06:42,40.72704085,-73.98383596,40.7235234,-74.0022082,0:08:22,0:23:57,0:32:18,0:43:16
1455895,186364,157415,car,Doughnut Plant Chelsea,Donut,Vanilla Bean & Jam,1,Filled Square Dougnuts,,40.74456392,-73.99663005,40.75671131,-73.96065607,0:27:23,0:33:05,0:42:55,0:01:39
1334347,131765,9549,bicycle,Mighty Quinn's BBQ,BBQ,Slaw,1,Sides,,40.72751895,-73.9886713,40.724455,-73.9908911,0:29:20,0:41:10,0:01:30,0:05:49
1351400,284312,32580,bicycle,Momofuku Milk Bar (archived),Dessert,Crack Pie Slice,1,Pie by the Slice,,40.72312831,-74.00206089,40.728556,-73.98068,0:44:01,0:42:40,0:56:55,0:07:44
1286310,59765,88804,bicycle,Postmates,,,,,,40.704081,-73.986718,40.71594026,-74.01008352,0:03:33,0:01:01,0:08:22,0:21:07
1450678,65009,106964,bicycle,Blue Ribbon Fried Chicken,American,Pickled Cucumbers,1,Sides,,40.72434,-73.99096,40.739192,-73.987326,0:44:37,0:50:06,0:05:55,0:34:59
1402469,159626,166448,car,Blue Ribbon Sushi,Japanese,Ebi Shumai,1,Appetizers,0:16:31,40.72610966,-74.00249186,40.744168,-74.002463,0:36:18,,,0:25:39
1437926,365225,46764,bicycle,P.J. Clarke's,American,Free Range Chicken Pot Pie,1,Entrees,0:16:59,40.75893876,-73.96853113,40.7798,-73.957061,0:58:07,0:10:54,0:32:13,0:48:55
1489622,173667,113822,bicycle,La Esquina Taqueria,,Tortilla,1,Soups,0:25:02,40.72135375,-73.99752529,40.71876068,-74.00253589,0:16:00,0:35:38,0:50:59,0:56:10
1470593,105317,154990,bicycle,Maoz Vegetarian,Vegetarian,Side Eggplant,1,Sides,,40.73633186,-73.98961544,40.72255116,-74.01030224,0:05:26,0:03:10,0:23:28,0:35:43
1375185,32144,156557,car,RedFarm Broadway,Chinese,"Wide Rice Noodles, BBQ’d Roast Duck",1,Rice & Noodles,0:02:42,40.7821167,-73.9807391,40.78609673,-73.97004624,0:07:35,0:08:45,0:21:38,0:35:41
1481173,386678,118095,bicycle,Trader Joe's,Grocery Store,Bolognese Pasta Sauce,1,"Grains, Pasta & Sides",,40.73363378,-73.98776924,40.71476204,-74.00702319,0:52:29,0:27:13,0:15:27,0:37:10
1317755,356696,17402,bicycle,$10 Blue Ribbon Fried Chicken Sandwich,,Red Hook Lobster Pound Lobster BLT,1,Today's Special,,40.72434,-73.99096,40.7295,-73.999026,0:56:07,,,0:45:02
1469301,78879,170959,bicycle,Momofuku Noodle Bar,,Pork Bun,1,Buns,,40.7291104,-73.98424546,40.72215591,-73.98803386,0:35:42,0:34:41,0:49:01,0:54:57
1475905,335954,18860,bicycle,Chloe's Soft Serve Fruit Co.,Dessert,Pbjc Smoothie,1,Smoothies,,40.73735617,-73.99066687,40.7436072,-73.972485,0:36:32,0:34:51,0:48:11,0:05:42
1342253,149984,56776,bicycle,Sushi of Gari,Sushi,Negimaki,1,Appetizers,0:04:42,40.77156871,-73.95278683,40.7736712,-73.9583353,0:42:55,0:07:39,0:22:29,0:29:36
1282170,92806,118095,bicycle,Shake Shack,Burger,Shack Burger,1,Burgers,,40.71527933,-74.01486039,40.7244144,-73.9913664,0:51:03,0:13:34,0:38:59,0:03:02
1439336,114400,150260,bicycle,Shake Shack,Burger,Shack Burger,1,Burgers,,40.71527933,-74.01486039,40.7051789,-74.0080186,0:22:20,0:42:26,0:05:15,0:19:21
1410232,66636,38597,bicycle,Shake Shack,Burger,Cheese Fries,1,Fries,,40.71527933,-74.01486039,40.7395111,-74.0029373,0:13:35,0:24:04,0:38:25,0:49:40
1440900,125123,54954,bicycle,Le Grainne Cafe,French,Citron Chaud,1,Boisson Chauds,0:07:14,40.74525873,-74.00216786,40.7467644,-73.9903014,0:36:30,0:52:33,0:13:53,0:24:31
1441689,69749,53095,bicycle,Blue Ribbon Sushi,Japanese,Sushi Deluxe,1,Platters,0:21:50,40.72610966,-74.00249186,40.73695638,-73.99891969,0:38:14,,,0:30:51
1479889,222443,57496,bicycle,Calvin Klein Underwear,,,,,,40.764408,-73.970804,40.77515983,-73.96335986,0:33:29,0:57:01,0:08:16,0:25:19
1485840,174148,142394,bicycle,Beecher's Handmade Cheese,,,,,0:05:00,40.73898202,-73.98967713,40.7259917,-73.9957071,0:11:35,0:19:41,0:31:18,0:45:34
1338356,97690,141201,bicycle,Pinkberry,Ice Cream,Chocolate,1,Frozen Yogurt with Toppings,,40.72907592,-73.98868203,40.74378535,-73.98624656,0:04:14,0:14:43,0:25:32,0:36:25
1390563,276192,133293,bicycle,Sushi of Gari Tribeca,Japanese,Tuna Of Gari,1,From Sushi Bar,0:06:06,40.71672576,-74.00825065,40.723729,-74.0040761,0:47:34,0:14:09,0:23:58,0:32:38
1467466,321492,31156,bicycle,Taim Falafel and Smoothie Bar,Food Truck,Falafel Platter,3,Platters,0:05:11,40.73595141,-74.00176042,40.7461666,-73.988395,0:30:07,0:30:46,0:49:07,0:56:22
1423088,140479,140096,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Mediterranean Salad,1,Salads,0:08:29,40.735725,-73.98712647,40.7281228,-73.999709,0:52:34,,,0:36:45
1481946,373485,3296,bicycle,Mighty Quinn's BBQ,BBQ,Edamame & Sweet Pea Salad,1,Sides,,40.72751895,-73.9886713,40.7297282,-74.0047685,0:14:06,0:16:37,0:41:04,0:48:44
1283306,358164,81503,car,Momofuku Milk Bar,Dessert,Birthday Cake (6"),1,6" Cakes,,40.71404731,-73.95492107,40.72022973,-73.9542269,0:41:48,0:01:21,0:08:10,0:13:57
1290444,93343,146356,car,Duane Reade,Drug Store,,,,,40.79349566,-73.97265211,40.795315,-73.974771,0:16:16,0:19:18,0:45:47,0:54:14
1469966,55478,154545,bicycle,Just Salad,Salad,,,,,40.73111849,-73.99362867,40.732552,-73.996537,0:39:13,0:42:03,0:53:23,0:57:38
1363221,378820,91735,bicycle,Sushi Samba,Sushi,Kari Kari,1,Samba Rolls,0:02:41,40.73266642,-74.00329261,40.731408,-74.006992,0:41:27,0:38:56,0:02:41,0:06:34
1449896,319773,154545,bicycle,Vezzo Thin Crust Pizza,Italian,Salsiccia Dolce,1,House Pies,0:07:03,40.74448928,-73.98132205,40.7442959,-73.9741633,0:46:10,0:55:01,0:09:56,0:19:37
1326628,333449,125623,bicycle,Shake Shack,Burger,Shake,1,Shakes,,40.74088436,-73.98819868,40.7321662,-73.9886273,0:44:48,0:54:45,0:28:20,0:37:18
1396696,115610,101359,bicycle,McDonald's,Fast Food,Cheeseburger,1,Burgers & Sandwiches,,40.72885234,-74.00529027,40.72357217,-74.01085812,0:40:27,0:45:12,0:00:33,0:11:40
1390211,367449,23359,bicycle,The Meatball Shop,Italian,Spicy Pork,1,Naked Balls,0:02:39,40.72154512,-73.98884243,40.7416758,-73.9813957,0:04:34,0:17:15,0:23:35,0:35:45
1286394,79715,22502,bicycle,La Esquina Taqueria,,Frijoles Negros,1,Sides,,40.72135375,-73.99752529,40.72934896,-74.00503716,0:17:34,0:15:43,0:41:50,0:51:36
1304218,96254,147300,bicycle,Han Dynasty,Chinese,Dry Pepper Chicken Wings,1,Hot Appetizers,0:06:57,40.732213,-73.988072,40.736616,-73.9779726,0:25:30,0:22:51,0:06:11,0:13:24
1404932,116618,106964,bicycle,Pinkberry,Ice Cream,Original,1,Frozen Yogurt with Toppings,,40.74753571,-73.9862197,40.74838396,-73.98916362,0:37:07,0:47:21,0:59:42,0:06:44
1375856,105385,133293,bicycle,Han Dynasty,Chinese,Scallion Pancake,1,Kids/Baby Adults,,40.732213,-73.988072,40.7118164,-73.9925651,0:14:13,0:35:47,0:56:07,0:08:53
1374810,251817,140096,bicycle,Duane Reade,Drug Store,,,,,40.70455435,-74.00708199,40.7065445,-74.0108692,0:16:09,0:22:33,0:31:23,0:38:03
1464062,308709,32580,bicycle,Paradise Biryani Pointe,,,,,0:09:14,40.74148657,-73.98348789,40.7073324,-74.0070814,0:44:58,0:59:49,0:09:40,0:24:22
1329049,337227,67103,truck,RedFarm Broadway,Chinese,Spicy Crispy Beef,1,Lunch Starters & Salads,0:01:38,40.7821167,-73.9807391,40.7720157,-73.9898577,0:53:47,0:56:50,0:08:00,0:21:21
1296501,80015,123581,bicycle,Postmates Liquor Store,Shop,Espolon Tequila Blanco (750ml),1,Tequila,,40.779598,-73.947388,40.76525254,-73.97204158,0:34:45,0:43:02,0:47:52,0:10:01
1440670,78939,18860,bicycle,Blue Ribbon Sushi,Japanese,King Crab,2,Taiheiyo (Pacific Ocean),0:07:33,40.72610966,-74.00249186,40.710261,-74.0061052,0:19:06,0:45:39,0:04:59,0:17:20
1411507,103852,43955,bicycle,Blue Ribbon Sushi,Japanese,Hijiki,1,Salads,0:03:01,40.72610966,-74.00249186,40.7186175,-74.0047742,0:20:02,0:30:53,0:50:13,0:59:34
1390836,78887,142394,bicycle,TAO,Japanese,TAO Angry Dragon Roll with Eel and Kabayaki Sauce,1,Special Rolls,0:41:46,40.76285776,-73.971619,40.7457,-73.971164,0:18:33,0:18:15,0:08:36,0:26:02
1461576,74989,172399,bicycle,Lovely Day,,,,,0:05:22,40.72189339,-73.99459094,40.7251339,-73.9945784,0:30:34,0:46:07,0:56:27,0:02:01
1319158,100889,112851,walker,Sushi Yasaka,,Yasaka's Chef Recommended "Omakase",1,Sushi Entrees,0:03:05,40.779411,-73.983543,40.76470376,-73.97605477,0:04:38,0:06:15,0:25:05,0:35:23
1335473,121706,118095,bicycle,McDonald's,Fast Food,McCafe Chocolate Shake,2,Beverages,,40.7567987,-73.98789883,40.756804,-73.9981532,0:04:49,0:37:18,0:55:38,0:07:17
1368620,111089,147798,bicycle,Sprinkles Cupcakes,Dessert,,,,,40.76326146,-73.96764686,40.786162,-73.9706439,0:10:44,0:22:48,0:37:53,0:56:39
1390870,310706,133293,bicycle,Parm,Italian,Garlic Bread,1,Bread,0:11:35,40.72301983,-73.995854,40.7456461,-73.9785464,0:22:48,0:39:08,0:01:36,0:25:09
1319722,149234,139558,bicycle,Maimonide of Brooklyn,Vegetarian,Mob Cheeseburger Deluxe,1,Entrees,0:06:24,40.68520141,-73.98021082,40.649574,-73.964392,0:57:38,0:08:43,0:19:33,0:37:40
1464303,41199,158962,bicycle,16 Handles,Ice Cream,,,,,40.72271362,-73.99719,40.722613,-74.000281,0:00:32,0:19:21,0:31:28,0:36:34
1375250,77371,30905,car,Hu Kitchen,Gluten-Free,Walnut Brownie,1,Sweet Treats,,40.73567676,-73.99382953,40.777954,-73.959343,0:16:01,0:47:51,0:02:41,0:27:23
1347992,59221,120179,car,Rubirosa,Italian,Brick Pressed Chicken,1,Secondi,0:04:40,40.72274859,-73.99606192,40.7882044,-73.9756009,0:21:13,0:32:47,0:00:07,0:38:50
1421388,125287,128139,car,Free Frozen Yogurt On-Demand,Promo,1 Frozen Yogurt,1,Free Frozen Yogurt,,40.719082,-73.996567,40.687581,-73.9583999,0:58:49,,,0:43:37
1313168,138983,128139,car,Shake Shack,Burger,Fries,1,Fries,,40.69214641,-73.98886538,40.677832,-73.974219,0:18:13,0:24:30,0:24:51,0:05:30
1403190,95101,154749,car,Blue Ribbon Sushi Bar & Grill,Japanese,Shumai,1,Appetizers,0:08:05,40.76765291,-73.98292546,40.7451246,-74.0025499,0:14:55,0:37:20,0:47:15,0:58:59
1317582,76949,143085,car,Levain Bakery,Bakery,Dark Chocolate Peanut Butter Chip,1,Cookies,,40.77993009,-73.980335,40.7841642,-73.9566948,0:19:28,0:26:51,0:35:12,0:02:55
1380032,77348,113563,bicycle,Levain Bakery,Bakery,Dark Chocolate Chocolate Chip,1,Cookies,,40.77993009,-73.980335,40.7662723,-73.9823998,0:48:32,,,0:39:54
1362935,55940,88804,bicycle,Up Thai,,,,,0:04:33,40.7699935,-73.95759693,40.7444089,-73.9802622,0:03:56,0:07:07,0:29:57,0:50:14
1288386,349670,39202,bicycle,Best Buy,Electronics Store,,,,,40.734269,-73.990084,40.728883,-73.989074,0:32:15,0:51:17,0:09:38,0:15:13
1285480,106478,22502,bicycle,The Mercer Kitchen,,Roast Chicken,1,Lunch/Dinner (Entree),0:04:13,40.72474364,-73.99866156,40.7244003,-73.9911976,0:40:09,0:50:43,0:08:35,0:14:57
1325958,103005,136851,bicycle,Yama Japanese Restaurant,Japanese,"Shrimp, Cucumber & Flying Fish Roe",1,Special Rolls,0:08:08,40.73587229,-73.98766462,40.7405728,-73.9821786,0:37:59,0:51:32,0:03:51,0:10:41
1319971,94027,119255,walker,Trader Joe's,Grocery Store,Baby Sweet Bell Peppers,1,Fruits & Vegetables,,40.74174,-73.99365,40.7369709,-73.985844,0:33:53,0:45:18,0:38:07,0:49:29
1459072,141732,149142,bicycle,Cho Dang Gol,Korean,Bulgogi,1,Stone Bowl Bibimbap,0:04:34,40.75024,-73.986505,40.7390776,-73.9936184,0:12:26,0:18:18,0:41:35,0:53:35
1416387,390484,123581,bicycle,RedFarm Broadway,Chinese,Smoked Salmon & Eggplant 'Bruschetta',1,Starters & Salads,,40.7821167,-73.9807391,40.768236,-73.96632,0:56:12,,,0:45:37
1313224,162727,94865,bicycle,sweetgreen,Salad,Guacamole Greens,1,Signatures,0:13:16,40.74507859,-73.98882151,40.7452798,-73.9777524,0:33:00,0:39:21,0:02:12,0:12:36
1272494,346280,143261,bicycle,Saravanaa Bhavan,Indian,Mini Ghee Idlies,1,Appetizers,0:02:50,40.74160488,-73.98330424,40.7653053,-73.9824274,0:23:13,0:27:02,0:38:22,0:03:03
1431367,77339,167596,bicycle,Rubirosa,Italian,Small Vodka,1,Pizza,0:10:51,40.72274859,-73.99606192,40.7165085,-74.0024603,0:26:28,0:29:39,0:04:59,0:14:52
1456192,100999,30743,bicycle,Max Brenner,Dessert,Smoked Salmon Bagel,1,Bagels Mood,,40.73441062,-73.99081662,40.7298774,-73.991618,0:12:14,0:13:32,0:33:52,0:39:07
1486365,204712,71148,bicycle,Hu Kitchen,Gluten-Free,Organic Primal Kale Salad,2,Prepared Food,,40.73567676,-73.99382953,40.708882,-74.0114326,0:58:49,0:02:33,0:22:23,0:45:55
1450712,63180,133267,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Classic Sundae,1,Ice Cream,0:02:39,40.735725,-73.98712647,40.77765,-73.942873,0:48:37,0:50:28,0:02:02,0:41:07
1294604,180567,66416,bicycle,Mighty Quinn's BBQ,BBQ,Housemade Iced Tea,1,Beverages,,40.72751895,-73.9886713,40.72257445,-74.01024598,0:40:13,0:48:34,0:03:57,0:18:32
1365730,35774,149142,bicycle,Hale & Hearty,Salad,Chicken Vegetable,1,Daily Soup and Sandwich Combo,,40.73782767,-73.99236202,40.7233295,-73.9915018,0:49:01,0:50:05,0:06:55,0:20:16
1409788,73274,65030,bicycle,S'MAC,American,Napoletana,1,Sarita's Recommendation,0:04:18,40.73034018,-73.98399353,40.7624489,-73.965459,0:18:22,0:22:31,0:37:52,0:17:21
1450671,53029,140096,bicycle,Baked By Melissa,Bakery,Tie-Dye,1,Cupcakes,,40.7400388,-73.98598909,40.7449871,-73.9772984,0:44:51,0:44:59,0:54:21,0:01:45
1302542,78061,16610,car,Pio Pio,South American,Saffron Rice,1,Platitos,0:07:03,40.74551114,-73.97760519,40.7689452,-73.9610683,0:04:48,0:15:30,0:35:51,0:52:37
1432537,109000,119255,walker,Pinkberry,Ice Cream,Original,1,Frozen Yogurt with Toppings,,40.74753571,-73.9862197,40.7438455,-73.9876416,0:40:09,0:06:17,0:21:05,0:30:05
1409826,338599,118659,walker,Starbucks,Coffee,,,,,40.73371864,-74.0063168,40.7324282,-74.0080594,0:25:54,0:29:49,0:49:39,0:56:12
1317784,103970,23359,bicycle,Shake Shack,Burger,Cheese Fries,1,Fries,,40.78082577,-73.97648335,40.7792972,-73.988007,0:01:31,0:07:31,0:24:20,0:36:13
1318428,96163,100390,bicycle,Momofuku Milk Bar,Dessert,Cereal Milk Jug,2,Milk Jugs,,40.7871496,-73.97172231,40.773978,-73.9487989,0:30:03,0:35:27,0:48:23,0:02:42
1483319,14087,173867,car,Mamoun's Falafel,Mediterranean,Meat Plate Combo,1,Meat Combo,,40.730178,-74.0003224,40.709152,-74.002086,0:55:30,0:05:31,0:18:57,0:34:52
1323077,79849,61900,bicycle,sweetgreen,Salad,Spicy Sabzi (vegan),2,Signatures,0:21:57,40.72132319,-74.00973201,40.7258489,-74.0041096,0:25:44,0:22:16,0:59:58,0:05:40
1439613,325272,161438,bicycle,Hill Country Barbecue Market,BBQ,Skillet Cornbread,1,Breads & Spreads,0:25:43,40.74434085,-73.99042638,40.7670122,-73.9814082,0:46:01,,,0:53:57
1333146,78939,34667,bicycle,Nobu Next Door,Sushi,King Salmon,5,Dinner Sushi & Sashimi,0:10:47,40.71938641,-74.0086925,40.710261,-74.0061052,0:48:09,,,0:53:38
1272936,174148,137891,bicycle,$10 Blue Ribbon Fried Chicken Sandwich,,Bonchon Soy-Garlic Wings,4,Today's Special,,40.72434,-73.99096,40.7259917,-73.9957071,0:57:52,,,0:26:01
1277931,72173,156508,bicycle,Markt,,,,,0:03:03,40.74155466,-73.99370327,40.7377251,-73.9965603,0:23:53,0:49:06,0:02:27,0:07:29
1390754,357592,79847,bicycle,Blue Ribbon Sushi,Japanese,House Salad,1,Salads,0:04:14,40.72610966,-74.00249186,40.71827031,-74.00821852,0:12:01,0:32:15,0:58:00,0:06:45
1407364,380364,79598,bicycle,Tompkins Square Bagels,Bakery,Plain,1,Bagels,,40.72813,-73.98202,40.720915,-73.9794299,0:21:31,0:21:45,0:33:05,0:38:09
1344771,369272,158266,scooter,BabyCakes NYC,Bakery,Agave Sweetened Brownies,1,Menu,,40.718025,-73.98977,40.767651,-73.966875,0:09:34,0:35:10,0:50:30,0:07:00
1490188,166368,174143,motorcycle,Prosperity Dumpling,Chinese,Sesame Pancake,1,Noodle & Buns,,40.71600125,-73.99320973,40.7759735,-73.9478448,0:00:31,0:08:01,0:44:21,0:07:10
1475432,110858,170756,bicycle,Burger Joint,Burger,French Fries,1,Menu,0:05:38,40.76407583,-73.97863253,40.7771228,-73.9576478,0:44:21,0:48:59,0:02:49,0:16:02
1409926,61522,158266,scooter,Momofuku Milk Bar,Dessert,Birthday Cake (6"),1,6" Cakes,,40.76284294,-73.97574565,40.746205,-73.978513,0:38:28,0:43:48,0:53:07,0:07:16
1321288,146802,124897,bicycle,Mighty Quinn's BBQ,BBQ,Brisket,1,Meats,,40.72751895,-73.9886713,40.7455517,-73.9786196,0:12:37,0:10:28,0:23:43,0:38:06
1307431,128457,108297,bicycle,$10 Blue Ribbon Fried Chicken Sandwich,,$10 Dirty Bird Rotisserie Chicken Wrap,1,Today's Special,,40.72434,-73.99096,40.7632751,-73.9732676,0:42:55,,,0:39:40
1434800,389740,105178,bicycle,L'Express,French,Dinner Lamb Medallions,1,Dinner Main Courses,,40.73826313,-73.9878381,40.72874614,-73.97961225,0:21:29,0:26:47,0:11:07,0:22:39
